FID,region,cut,region_1,ine,comuna,provincia,shape_leng,cont,shape_le_1,shape_area,Shape__Area,Shape__Length
5881,11,11303,XI,582,TORTEL,CAPITAN PRAT,5256.93341788,0,5256.83448826,1742519.68225,3931933.52734375,7896.05278861468
5882,11,11303,XI,582,TORTEL,CAPITAN PRAT,827.397107982,0,827.382936004,50984.9086971,111944.60546875,1225.86888880841
5883,11,11303,XI,582,TORTEL,CAPITAN PRAT,817.298239248,0,817.285280796,46211.6410814,101505.21875,1210.92311520227
5884,11,11303,XI,582,TORTEL,CAPITAN PRAT,588.727731828,0,588.717311812,24805.5525922,54487.734375,872.685173390245
5885,11,11303,XI,582,TORTEL,CAPITAN PRAT,1029.28681918,0,1029.26717807,66600.1955784,146222.640625,1524.24262024061
5886,11,11303,XI,582,TORTEL,CAPITAN PRAT,665.189631359,0,665.177658004,31321.3936861,68788.96875,985.451343546554
5887,11,11303,XI,582,TORTEL,CAPITAN PRAT,1122.16262886,0,1122.14233315,81344.9202438,178616.67578125,1662.27375946586
5888,11,11303,XI,582,TORTEL,CAPITAN PRAT,877.989695194,0,877.973600146,53845.6173104,118263.6484375,1301.37750871977
5889,11,11303,XI,582,TORTEL,CAPITAN PRAT,781.581350684,0,781.566547449,38672.6100747,84960.3046875,1158.65909619468
5890,11,11303,XI,582,TORTEL,CAPITAN PRAT,991.180881814,0,991.16352286,52338.7954017,114982.15234375,1468.28898647257
5891,11,11201,XI,570,AISEN,AISEN,470.485339335,0,470.477065367,15392.6370011,31578.9453125,673.649706073898
5892,11,11303,XI,582,TORTEL,CAPITAN PRAT,902.024924609,0,902.00816515,51648.271639,113473.0703125,1336.59644890498
5893,11,11303,XI,582,TORTEL,CAPITAN PRAT,1055.69441494,0,1055.67580938,83859.5475509,184259.4140625,1564.81622862749
5894,11,11303,XI,582,TORTEL,CAPITAN PRAT,5579.04617,0,5578.94462927,1411352.36104,3101632.62109375,8268.63491511297
5895,11,11303,XI,582,TORTEL,CAPITAN PRAT,2542.05119694,0,2542.00645681,330832.846072,726732.7265625,3765.92940162659
5896,11,11303,XI,582,TORTEL,CAPITAN PRAT,1840.69813407,0,1840.6656001,202489.089269,444913.8046875,2728.65171583014
5897,11,11303,XI,582,TORTEL,CAPITAN PRAT,888.593849478,0,888.57804562,58696.9131113,129039.33984375,1317.5434508646
5898,11,11303,XI,582,TORTEL,CAPITAN PRAT,812.884867717,0,812.871131083,36463.8555012,80119.60546875,1205.55646318613
5899,11,11303,XI,582,TORTEL,CAPITAN PRAT,664.581806327,0,664.5706476,27969.6942654,61443.40234375,984.949151480038
5900,11,11303,XI,582,TORTEL,CAPITAN PRAT,914.083859906,0,914.06687576,56370.2419019,123846.9765625,1355.13503662224
5901,11,11303,XI,582,TORTEL,CAPITAN PRAT,783.651452537,0,783.639930459,43492.4282676,95559.39453125,1161.55043334152
5902,11,11303,XI,582,TORTEL,CAPITAN PRAT,617.837993836,0,617.82706381,24364.4322039,53538.9140625,915.708010926563
5903,11,11303,XI,582,TORTEL,CAPITAN PRAT,600.834370908,0,600.82212923,27002.5290764,59375.3203125,890.98694979366
5904,11,11303,XI,582,TORTEL,CAPITAN PRAT,1088.34229779,0,1088.32069926,68222.7852287,149940.859375,1614.61235819967
5905,11,11303,XI,582,TORTEL,CAPITAN PRAT,782.740127111,0,782.726165531,40012.0421856,87933.6328125,1160.177668357
5906,11,11303,XI,582,TORTEL,CAPITAN PRAT,574.968866852,0,574.958946536,24251.7971463,53326.4375,852.479727879925
5907,11,11303,XI,582,TORTEL,CAPITAN PRAT,3134.73217235,0,3134.67649715,551511.401234,1212327.609375,4647.51865254378
5908,11,11303,XI,582,TORTEL,CAPITAN PRAT,575.583877163,0,575.572172828,25039.3741068,55028.91015625,853.367341423733
5909,11,11303,XI,582,TORTEL,CAPITAN PRAT,3597.32579651,0,3597.25717921,560681.278448,1232628.3671875,5335.25992396871
5910,11,11303,XI,582,TORTEL,CAPITAN PRAT,1660.58335681,0,1660.55297742,166263.826349,365448.7265625,2461.31848318661
5911,11,11303,XI,582,TORTEL,CAPITAN PRAT,754.005645563,0,753.992727486,38457.2822055,84531.0234375,1117.4306242248
5912,11,11303,XI,582,TORTEL,CAPITAN PRAT,693.409184645,0,693.396460344,35017.102747,77018.04296875,1028.29518382445
5913,11,11303,XI,582,TORTEL,CAPITAN PRAT,947.787798015,0,947.770658665,62781.9820236,138086.65234375,1405.5217069098
5914,11,11303,XI,582,TORTEL,CAPITAN PRAT,487.564971476,0,487.556470101,13653.9489347,30031.7890625,722.861476603462
5915,11,11303,XI,582,TORTEL,CAPITAN PRAT,514.758203422,0,514.74934859,18688.0062144,41106.35546875,763.434202369595
5916,11,11303,XI,582,TORTEL,CAPITAN PRAT,737.461700452,0,737.448958314,34945.7049879,76843.48046875,1094.29449818157
5917,11,11303,XI,582,TORTEL,CAPITAN PRAT,897.588435215,0,897.57238509,53990.3334779,118818.8203125,1331.41587678116
5918,11,11302,XI,581,O'HIGGINS,CAPITAN PRAT,578312.219527,0,578301.321437,8306591911.39,18886868662.9883,871331.947011762
5919,11,11303,XI,582,TORTEL,CAPITAN PRAT,1304.63101468,0,1304.60612367,102037.563641,224840.02734375,1935.78827225612
5920,11,11303,XI,582,TORTEL,CAPITAN PRAT,1546.15315898,0,1546.12427374,169760.185632,373820.4140625,2293.4258198171
5921,11,11303,XI,582,TORTEL,CAPITAN PRAT,2684.34891444,0,2684.29986773,429974.299993,947245.82421875,3984.71352783112
5922,11,11303,XI,582,TORTEL,CAPITAN PRAT,38953.9016376,0,38953.1952459,63239335.885,139684725.8125,57912.7503175702
5923,11,11303,XI,582,TORTEL,CAPITAN PRAT,510.925164013,0,510.916712958,19233.4218498,42345.4140625,758.105205757241
5924,11,11303,XI,582,TORTEL,CAPITAN PRAT,902.736906148,0,902.723306851,48037.7476344,105772.63671875,1339.43905371608
5925,11,11303,XI,582,TORTEL,CAPITAN PRAT,9846.33607181,0,9846.15607059,4098102.61658,9035851.26953125,14617.3430046742
5926,11,11303,XI,582,TORTEL,CAPITAN PRAT,382.19815467,0,382.191171408,8755.70272302,19280.2890625,566.889290824303
5927,11,11303,XI,582,TORTEL,CAPITAN PRAT,990.930110735,0,990.911570037,74373.4654564,163913.33203125,1470.97167231677
5928,11,11303,XI,582,TORTEL,CAPITAN PRAT,23678.5206329,0,23678.0956823,19058776.5564,42079781.3164063,35160.6541911004
5929,11,11303,XI,582,TORTEL,CAPITAN PRAT,4338.53062746,0,4338.45242953,1107819.71977,2440425.5234375,6437.65084570583
5930,11,11303,XI,582,TORTEL,CAPITAN PRAT,1325.12063211,0,1325.09585775,112276.892507,247642.87890625,1967.47355227743
5931,11,11303,XI,582,TORTEL,CAPITAN PRAT,708.859535238,0,708.84539464,34141.2534534,75265.296875,1052.95695024318
5932,11,11303,XI,582,TORTEL,CAPITAN PRAT,230707.371759,0,230703.185513,624405535.941,1383109298.62109,343185.473723392
5933,11,11303,XI,582,TORTEL,CAPITAN PRAT,1854.08457863,0,1854.04970501,150289.159888,331540.40625,2755.48399233698
5934,11,11303,XI,582,TORTEL,CAPITAN PRAT,9189.05868259,0,9188.89003088,2298177.30689,5067500.65625,13645.2378478473
5935,11,11303,XI,582,TORTEL,CAPITAN PRAT,1761.15465287,0,1761.12149934,204688.999388,451316.8203125,2614.96955140337
5936,11,11303,XI,582,TORTEL,CAPITAN PRAT,946.913891364,0,946.895406052,61380.5728239,135340.30078125,1405.77203282402
5937,11,11303,XI,582,TORTEL,CAPITAN PRAT,4850.19793351,0,4850.10943434,1593380.47045,3519525.0546875,7208.29494936195
5938,11,11303,XI,582,TORTEL,CAPITAN PRAT,2675.13400409,0,2675.08562368,443134.942207,978667.2421875,3975.28990560528
5939,11,11303,XI,582,TORTEL,CAPITAN PRAT,10088.5074203,0,10088.3186507,2959472.616,6537125.2421875,14983.2869609412
5940,11,11303,XI,582,TORTEL,CAPITAN PRAT,743.556666904,0,743.545963799,36358.1745074,80189.41015625,1104.7252745467
5941,11,11303,XI,582,TORTEL,CAPITAN PRAT,3719.42082786,0,3719.35236446,250381.015339,553000.54296875,5525.76391278435
5942,11,11303,XI,582,TORTEL,CAPITAN PRAT,903.424506785,0,903.409493416,59448.7796392,131101.6953125,1341.97966703336
5943,11,11303,XI,582,TORTEL,CAPITAN PRAT,1313.0603187,0,1313.03570985,118476.625413,261419.09375,1950.22884427461
5944,11,11303,XI,582,TORTEL,CAPITAN PRAT,6110.06424101,0,6109.95447588,1282138.74928,2827393.74609375,9074.00290035041
5945,11,11303,XI,582,TORTEL,CAPITAN PRAT,151217.639749,0,151214.881319,208804262.828,462427744.746094,224956.231074444
5946,11,11303,XI,582,TORTEL,CAPITAN PRAT,5001.28768356,0,5001.19504363,1267345.33817,2795682.76953125,7426.06101940384
5947,11,11303,XI,582,TORTEL,CAPITAN PRAT,650.5042318,0,650.491952469,28743.7960934,63408.65625,966.516362240329
5948,11,11303,XI,582,TORTEL,CAPITAN PRAT,1141.50209658,0,1141.47957255,91851.0969653,202573.0390625,1695.73065912266
5949,11,11303,XI,582,TORTEL,CAPITAN PRAT,1070.34799129,0,1070.32708867,78597.9586723,173204.18359375,1588.66282239641
5950,11,11303,XI,582,TORTEL,CAPITAN PRAT,41610.5106438,0,41609.7508266,45316344.9848,100156235.726563,61879.8665733644
5951,11,11303,XI,582,TORTEL,CAPITAN PRAT,686.497522049,0,686.484508011,32846.7242292,72452.72265625,1019.63737588938
5952,11,11303,XI,582,TORTEL,CAPITAN PRAT,987.227679988,0,987.20927817,71296.3299523,157260.10546875,1466.38111909901
5953,11,11303,XI,582,TORTEL,CAPITAN PRAT,6896.82740126,0,6896.70094199,2091740.61801,4615875.56640625,10248.1419057045
5954,11,11303,XI,582,TORTEL,CAPITAN PRAT,800.166662939,0,800.155029546,45234.9552685,99786.2109375,1188.42029510744
5955,11,11303,XI,582,TORTEL,CAPITAN PRAT,1529.90267884,0,1529.87503156,126119.620147,278165.28515625,2271.33151956257
5956,11,11303,XI,582,TORTEL,CAPITAN PRAT,36179.815203,0,36179.1506566,48259390.331,106655227.445313,53789.2658045403
5957,11,11303,XI,582,TORTEL,CAPITAN PRAT,4215.36167345,0,4215.28434885,730396.20437,1614008.65234375,6261.85725937241
5958,11,11303,XI,582,TORTEL,CAPITAN PRAT,570.489642599,0,570.4799295,23109.5410853,50979.93359375,847.236716402446
5959,11,11303,XI,582,TORTEL,CAPITAN PRAT,1219.49337845,0,1219.47000782,111361.292155,245648,1811.35192135559
5960,11,11303,XI,582,TORTEL,CAPITAN PRAT,911.683356139,0,911.665691077,49970.2424998,110227.265625,1354.28879501983
5961,11,11303,XI,582,TORTEL,CAPITAN PRAT,2815.80343986,0,2815.75315162,292310.177193,644979.015625,4184.07852849843
5962,11,11303,XI,582,TORTEL,CAPITAN PRAT,3431.91628464,0,3431.85554815,703845.341916,1552792.66015625,5095.29544816145
5963,11,11303,XI,582,TORTEL,CAPITAN PRAT,963.791362866,0,963.774600443,66823.6354912,147653.78515625,1432.02572206623
5964,11,11303,XI,582,TORTEL,CAPITAN PRAT,7159.85969516,0,7159.7256815,1950163.19643,4302721.86328125,10632.9955435938
5965,11,11303,XI,582,TORTEL,CAPITAN PRAT,28860.6595668,0,28860.1308835,22287098.7235,49294308.8085938,42906.6280671658
5966,11,11303,XI,582,TORTEL,CAPITAN PRAT,1601.55747791,0,1601.53095616,160443.756532,354413.66015625,2380.12115330024
5967,11,11303,XI,582,TORTEL,CAPITAN PRAT,949.99614975,0,949.979727885,55055.7659068,121466.85546875,1411.01256980344
5968,11,11303,XI,582,TORTEL,CAPITAN PRAT,1225.75519753,0,1225.73169128,63012.5374296,139051.07421875,1821.97666701784
5969,11,11303,XI,582,TORTEL,CAPITAN PRAT,2593.8132926,0,2593.76462486,245093.546915,541774.4140625,3858.37498801715
5970,11,11303,XI,582,TORTEL,CAPITAN PRAT,1022.53227554,0,1022.5134206,58245.5207688,128533.1875,1519.43818891522
5971,11,11303,XI,582,TORTEL,CAPITAN PRAT,2004.00953778,0,2003.97403916,254594.234804,562739.7421875,2978.69608118644
5972,11,11303,XI,582,TORTEL,CAPITAN PRAT,16628.5342249,0,16628.2342519,5029740.20816,11108624.7851563,24719.6816630066
5973,11,11303,XI,582,TORTEL,CAPITAN PRAT,548.264695258,0,548.257844643,21211.2915329,46802.27734375,814.257703839357
5974,11,11303,XI,582,TORTEL,CAPITAN PRAT,664.140240527,0,664.127879379,32098.7735593,70826.65625,986.723132511494
5975,11,11303,XI,582,TORTEL,CAPITAN PRAT,537.31619291,0,537.307830939,16636.635638,36709.85546875,798.426923993148
5976,11,11303,XI,582,TORTEL,CAPITAN PRAT,7600.92070757,0,7600.78234246,2456822.65315,5425075.82421875,11297.0267592317
5977,11,11303,XI,582,TORTEL,CAPITAN PRAT,1464.2423617,0,1464.2166015,142528.576305,314520.82421875,2176.1961882754
5978,11,11303,XI,582,TORTEL,CAPITAN PRAT,4369.69466678,0,4369.61530216,1090115.02033,2410783.828125,6497.47787934796
5979,11,11303,XI,582,TORTEL,CAPITAN PRAT,1638.81822381,0,1638.78788064,172399.314128,380536.07421875,2433.62387671835
5980,11,11303,XI,582,TORTEL,CAPITAN PRAT,607.128072236,0,607.114508103,23631.0892147,52150.62109375,901.417941222436
5981,11,11303,XI,582,TORTEL,CAPITAN PRAT,918.614221794,0,918.598517916,53219.2742168,117644.30078125,1365.20252012493
5982,11,11303,XI,582,TORTEL,CAPITAN PRAT,1129.78329088,0,1129.76435465,76386.7914956,168673.546875,1678.77078976142
5983,11,11303,XI,582,TORTEL,CAPITAN PRAT,19704.9276662,0,19704.5703965,18013479.3542,39880541.796875,29316.4706286808
5984,11,11303,XI,582,TORTEL,CAPITAN PRAT,2749.95984581,0,2749.90994675,484848.67765,1072240.703125,4087.1557103693
5985,11,11303,XI,582,TORTEL,CAPITAN PRAT,1096.45307608,0,1096.43144236,76361.7666503,168605.83203125,1629.16416661035
5986,11,11303,XI,582,TORTEL,CAPITAN PRAT,14065.8926587,0,14065.6382353,6767092.257,14971820.9296875,20913.5320447197
5987,11,11303,XI,582,TORTEL,CAPITAN PRAT,826.903836504,0,826.889595543,50286.4890133,111072.796875,1228.92210632514
5988,11,11303,XI,582,TORTEL,CAPITAN PRAT,2292.40639734,0,2292.36583449,280995.981339,621468.78515625,3406.71576227649
5989,11,11303,XI,582,TORTEL,CAPITAN PRAT,1802.58154795,0,1802.54876615,123848.234393,273937.9453125,2681.06129786872
5990,11,11303,XI,582,TORTEL,CAPITAN PRAT,8550.4222314,0,8550.26482021,2619208.93372,5784571.06640625,12704.4987923627
5991,11,11303,XI,582,TORTEL,CAPITAN PRAT,1974.79017751,0,1974.75374138,264723.498779,584846.1796875,2934.9615527322
5992,11,11303,XI,582,TORTEL,CAPITAN PRAT,991.675698184,0,991.657070921,59122.361889,130765.1328125,1473.85593300396
5993,11,11303,XI,582,TORTEL,CAPITAN PRAT,24844.3948162,0,24843.9442868,12795749.7727,28294089.0039063,36959.6975059314
5994,11,11303,XI,582,TORTEL,CAPITAN PRAT,9481.70853009,0,9481.53501753,4355429.64696,9641230.28515625,14103.5174011163
5995,11,11303,XI,582,TORTEL,CAPITAN PRAT,8772.65117449,0,8772.49212426,4006345.47761,8854560.328125,13046.876524186
5996,11,11303,XI,582,TORTEL,CAPITAN PRAT,1389.36972555,0,1389.3450081,129994.382472,287141.00390625,2063.83695280693
5997,11,11303,XI,582,TORTEL,CAPITAN PRAT,693.317063802,0,693.301717618,21443.6705722,47367.12890625,1031.23672099577
5998,11,11303,XI,582,TORTEL,CAPITAN PRAT,349.01039287,0,349.004630711,8628.84389627,19054.390625,518.565015714304
5999,11,11303,XI,582,TORTEL,CAPITAN PRAT,589.306854251,0,589.295598524,23891.5687028,52779.0546875,875.954486830724
6000,11,11303,XI,582,TORTEL,CAPITAN PRAT,1149.15494062,0,1149.13218069,93560.3630044,206703.73046875,1708.08687663032
6001,11,11303,XI,582,TORTEL,CAPITAN PRAT,931.086139678,0,931.071338096,46516.5699541,102769.87109375,1385.08477353692
6002,11,11303,XI,582,TORTEL,CAPITAN PRAT,3772.73847859,0,3772.6690285,628530.416725,1388864.53125,5609.58663148344
6003,11,11303,XI,582,TORTEL,CAPITAN PRAT,405.373350277,0,405.366169435,11819.515243,26111.90234375,602.437475610353
6004,11,11303,XI,582,TORTEL,CAPITAN PRAT,622.948467886,0,622.940277959,27899.4056118,61642.54296875,926.099537225744
6005,11,11303,XI,582,TORTEL,CAPITAN PRAT,2034.21510355,0,2034.17730025,238553.369423,527248.44921875,3024.44147448569
6006,11,11303,XI,582,TORTEL,CAPITAN PRAT,593.609574248,0,593.598716921,22611.0702947,49945.3046875,882.65639033306
6007,11,11303,XI,582,TORTEL,CAPITAN PRAT,663.571950646,0,663.560986583,31993.7320026,70670,986.533127832749
6008,11,11303,XI,582,TORTEL,CAPITAN PRAT,667.293363697,0,667.282501028,31126.9200068,68777.85546875,992.305250161884
6009,11,11303,XI,582,TORTEL,CAPITAN PRAT,617.482401762,0,617.472688883,26692.6326829,58962.12890625,917.980351955265
6010,11,11303,XI,582,TORTEL,CAPITAN PRAT,4432.66557171,0,4432.58302171,835675.518144,1850294.671875,6595.38850365277
6011,11,11303,XI,582,TORTEL,CAPITAN PRAT,631.829053718,0,631.819162847,27309.258795,60327.1875,939.308848574527
6012,11,11303,XI,582,TORTEL,CAPITAN PRAT,2384.57077148,0,2384.52678407,230000.517584,509114.765625,3548.48203155611
6013,11,11303,XI,582,TORTEL,CAPITAN PRAT,46050.3936697,0,46049.5585198,23080394.3199,51052272.7695313,68490.947425715
6014,11,11303,XI,582,TORTEL,CAPITAN PRAT,485.72853442,0,485.718232463,16883.6283747,37300.5546875,722.074475403677
6015,11,11303,XI,582,TORTEL,CAPITAN PRAT,656.144352469,0,656.13190921,29630.1690725,65457.94140625,974.786668557313
6016,11,11303,XI,582,TORTEL,CAPITAN PRAT,512.642187594,0,512.633307432,19466.873418,43091.12890625,762.546541101796
6017,11,11303,XI,582,TORTEL,CAPITAN PRAT,527.945093318,0,527.935920368,17759.9913967,39237.42578125,784.616024339932
6018,11,11303,XI,582,TORTEL,CAPITAN PRAT,506.17905681,0,506.170384948,18378.1003056,40606.01171875,752.661362609592
6019,11,11303,XI,582,TORTEL,CAPITAN PRAT,678.20459838,0,678.192399847,29827.8617051,65920.33203125,1008.40681822567
6020,11,11303,XI,582,TORTEL,CAPITAN PRAT,383.518744679,0,383.509592904,10380.7290837,22941,570.063087837773
6021,11,11303,XI,582,TORTEL,CAPITAN PRAT,4719.80210326,0,4719.71629926,1500409.98261,3317900.01953125,7019.65705670139
6022,11,11303,XI,582,TORTEL,CAPITAN PRAT,820.299760108,0,820.287055377,33899.4796004,74906.73046875,1218.32466081081
6023,11,11303,XI,582,TORTEL,CAPITAN PRAT,594.794822218,0,594.780067019,20208.2436267,44653.46875,884.495586795008
6024,11,11303,XI,582,TORTEL,CAPITAN PRAT,358.187704964,0,358.180888118,9469.90508512,20929.49609375,532.53353094544
6025,11,11303,XI,582,TORTEL,CAPITAN PRAT,538.79938834,0,538.786841904,20470.7414143,45254.76953125,801.188824265869
6026,11,11303,XI,582,TORTEL,CAPITAN PRAT,367.502407535,0,367.495425541,9711.06467043,21463.78515625,546.335372848098
6027,11,11303,XI,582,TORTEL,CAPITAN PRAT,459.962802404,0,459.954322182,14973.7835588,33097.62109375,683.889324072613
6028,11,11303,XI,582,TORTEL,CAPITAN PRAT,2761.02646311,0,2760.97618383,453584.392817,1003025.8359375,4108.29313929939
6029,11,11303,XI,582,TORTEL,CAPITAN PRAT,870.182078338,0,870.166773597,52741.0714568,116688.50390625,1293.74484141006
6030,11,11303,XI,582,TORTEL,CAPITAN PRAT,503.46815949,0,503.457845493,19143.80307,42319.34765625,748.470911811759
6031,11,11303,XI,582,TORTEL,CAPITAN PRAT,17784.4191001,0,17784.095189,4404057.20637,9742168.625,26453.0898175229
6032,11,11303,XI,582,TORTEL,CAPITAN PRAT,23793.9409564,0,23793.5013494,19936721.082,44149219.5,35426.03825079
6033,11,11303,XI,582,TORTEL,CAPITAN PRAT,1964.34103303,0,1964.3087061,232942.997401,515034.22265625,2921.03099479392
6034,11,11303,XI,582,TORTEL,CAPITAN PRAT,437.4871446,0,437.480102333,14047.0539586,31054.0390625,650.488043213024
6035,11,11303,XI,582,TORTEL,CAPITAN PRAT,670.8061905,0,670.790939551,27173.9696011,60077.2421875,998.07965015767
6036,11,11303,XI,582,TORTEL,CAPITAN PRAT,1997.11280411,0,1997.0775431,208281.645416,460533.2265625,2970.16090436401
6037,11,11303,XI,582,TORTEL,CAPITAN PRAT,992.401752557,0,992.383055698,49278.6639988,109043.2578125,1475.61980828972
6038,11,11303,XI,582,TORTEL,CAPITAN PRAT,493.123640534,0,493.116432063,17854.2807914,39476.1796875,733.25828168947
6039,11,11303,XI,582,TORTEL,CAPITAN PRAT,70485.4869775,0,70484.1980046,79617268.7519,176801446.246094,105040.41792569
6040,11,11303,XI,582,TORTEL,CAPITAN PRAT,957.08170578,0,957.063377693,57587.0909555,127435.6640625,1422.78068443244
6041,11,11303,XI,582,TORTEL,CAPITAN PRAT,541.288025814,0,541.280680023,21086.2665866,46627.46875,805.075449658179
6042,11,11303,XI,582,TORTEL,CAPITAN PRAT,574.69177952,0,574.681619537,23833.7867402,52700.6953125,854.625864977837
6043,11,11303,XI,582,TORTEL,CAPITAN PRAT,360.426406104,0,360.421466161,9036.11113308,19977.5859375,535.801379332554
6044,11,11303,XI,582,TORTEL,CAPITAN PRAT,398.145696998,0,398.137510281,11324.1332659,25041.27734375,592.023397381821
6045,11,11303,XI,582,TORTEL,CAPITAN PRAT,454.305828963,0,454.298206858,14928.2557563,33005.1875,675.395469975355
6046,11,11303,XI,582,TORTEL,CAPITAN PRAT,7186.56745449,0,7186.43615636,1764604.61736,3905033.96484375,10697.6691466998
6047,11,11303,XI,582,TORTEL,CAPITAN PRAT,832.034798583,0,832.020163391,37856.1990284,83714.3046875,1236.66834220868
6048,11,11303,XI,582,TORTEL,CAPITAN PRAT,682.636261896,0,682.624341684,26169.3682143,57871.0546875,1015.00944217994
6049,11,11303,XI,582,TORTEL,CAPITAN PRAT,2404.10941705,0,2404.06629355,294467.208528,651546.1875,3575.80111163911
6050,11,11303,XI,582,TORTEL,CAPITAN PRAT,793.454748301,0,793.441475597,29311.0722823,64823.03515625,1180.71315776252
6051,11,11303,XI,582,TORTEL,CAPITAN PRAT,37622.9592525,0,37622.2638957,26148709.6421,57922429.5234375,55975.4248662618
6052,11,11303,XI,582,TORTEL,CAPITAN PRAT,706.576539109,0,706.563172401,33545.8150519,74213.6953125,1050.65575698681
6053,11,11303,XI,582,TORTEL,CAPITAN PRAT,385.89039092,0,385.884384403,10602.9313346,23452.62109375,573.858966638563
6054,11,11303,XI,582,TORTEL,CAPITAN PRAT,8043.48861607,0,8043.34531619,2706819.41234,5994734.8125,11964.7114156998
6055,11,11303,XI,582,TORTEL,CAPITAN PRAT,13295.428428,0,13295.1843207,8078121.35272,17895438.6953125,19795.8391996737
6056,11,11303,XI,582,TORTEL,CAPITAN PRAT,564.839280845,0,564.827860812,20614.9554112,45602.17578125,839.824931015398
6057,11,11303,XI,582,TORTEL,CAPITAN PRAT,965.519116515,0,965.502118449,48941.3034641,108363.703125,1437.73885042798
6058,11,11303,XI,582,TORTEL,CAPITAN PRAT,1246.87493826,0,1246.85197729,82365.1039365,182231.1171875,1854.22826789468
6059,11,11303,XI,582,TORTEL,CAPITAN PRAT,796.588667069,0,796.573808698,37639.7516405,83287.13671875,1184.90671384002
6060,11,11303,XI,582,TORTEL,CAPITAN PRAT,628.522657267,0,628.512634779,24946.7138735,55244.3359375,935.892387386281
6061,11,11303,XI,582,TORTEL,CAPITAN PRAT,821.41554192,0,821.40092656,42384.246876,93806.80078125,1222.54342887838
6062,11,11201,XI,570,AISEN,AISEN,422.545439817,0,422.538741777,11958.7740607,23882.375,596.758467371743
6063,11,11303,XI,582,TORTEL,CAPITAN PRAT,1478.62682507,0,1478.59951751,116353.677152,257536.03515625,2200.98504135781
6064,11,11303,XI,582,TORTEL,CAPITAN PRAT,2175.17742689,0,2175.13780195,247295.358873,547704.85546875,3239.17504753687
6065,11,11303,XI,582,TORTEL,CAPITAN PRAT,30499.299439,0,30498.7427167,33457087.0704,74192624.15625,45416.9936307723
6066,11,11303,XI,582,TORTEL,CAPITAN PRAT,913.703676982,0,913.685331347,38489.0046234,85167.02734375,1357.88663353734
6067,11,11303,XI,582,TORTEL,CAPITAN PRAT,484.058697489,0,484.048490141,17111.4146053,37866.3203125,720.182630268897
6068,11,11303,XI,582,TORTEL,CAPITAN PRAT,9388.38691932,0,9388.21564927,1566473.37951,3467758.0703125,13969.3564421452
6069,11,11303,XI,582,TORTEL,CAPITAN PRAT,589.095751477,0,589.086381323,23084.8698213,51089.046875,875.899911514009
6070,11,11303,XI,582,TORTEL,CAPITAN PRAT,571.017503381,0,571.004301042,23732.408847,52522.3828125,849.619040062004
6071,11,11303,XI,582,TORTEL,CAPITAN PRAT,149818.482653,0,149815.735235,136887891.189,303819592.308594,223143.788076621
6072,11,11303,XI,582,TORTEL,CAPITAN PRAT,701.075636564,0,701.061287007,33496.3238084,74132.171875,1042.74826698206
6073,11,11303,XI,582,TORTEL,CAPITAN PRAT,1687.6245831,0,1687.59473802,151935.008313,336558.8671875,2513.97040927846
6074,11,11303,XI,582,TORTEL,CAPITAN PRAT,548.905391011,0,548.895125555,16978.8107254,37578.734375,816.395444911224
6075,11,11303,XI,582,TORTEL,CAPITAN PRAT,534.732068413,0,534.721408032,19883.9271713,44009,795.626916112421
6076,11,11303,XI,582,TORTEL,CAPITAN PRAT,42809.5889846,0,42808.7963629,46019719.1933,102181257.023438,63827.4473118066
6077,11,11303,XI,582,TORTEL,CAPITAN PRAT,813.970385554,0,813.955686371,45587.065939,100930.25390625,1211.77066852067
6078,11,11303,XI,582,TORTEL,CAPITAN PRAT,522.970722985,0,522.964030664,15152.0638326,33547.08984375,777.742258487641
6079,11,11303,XI,582,TORTEL,CAPITAN PRAT,525.729972145,0,525.722196889,19544.5388905,43264.16015625,782.141275100449
6080,11,11303,XI,582,TORTEL,CAPITAN PRAT,1721.18614804,0,1721.15451577,151011.382118,334378.16015625,2561.47984110095
6081,11,11303,XI,582,TORTEL,CAPITAN PRAT,1204.62109765,0,1204.5962888,66895.127217,148130.61328125,1792.73949930996
6082,11,11303,XI,582,TORTEL,CAPITAN PRAT,1248.61923234,0,1248.59644574,94761.1404033,209837.16015625,1858.31010834534
6083,11,11303,XI,582,TORTEL,CAPITAN PRAT,381.27699893,0,381.268989176,9537.27577273,21118.8984375,567.481824462177
6084,11,11303,XI,582,TORTEL,CAPITAN PRAT,481.208578491,0,481.199264084,14442.6558911,31969.53515625,715.586163205736
6085,11,11201,XI,570,AISEN,AISEN,380.703121532,0,380.699114193,10982.6300014,22244.40234375,541.796247990422
6086,11,11303,XI,582,TORTEL,CAPITAN PRAT,2367.16548554,0,2367.12524071,265179.722678,587129.97265625,3522.06500971409
6087,11,11303,XI,582,TORTEL,CAPITAN PRAT,1263.04056308,0,1263.01687568,111755.312305,247421.37109375,1878.84264074787
6088,11,11303,XI,582,TORTEL,CAPITAN PRAT,730.931583496,0,730.918199237,28980.9615722,64177.74609375,1088.04189215532
6089,11,11303,XI,582,TORTEL,CAPITAN PRAT,2188.02925204,0,2187.98842678,181781.314892,402481.390625,3254.96123708195
6090,11,11303,XI,582,TORTEL,CAPITAN PRAT,479.50055896,0,479.491187907,16442.7293784,36404.79296875,713.377105449268
6091,11,11303,XI,582,TORTEL,CAPITAN PRAT,2994.38629678,0,2994.33339638,534131.507666,1182751.33203125,4457.02837862781
